ref,exp,date,visitor,home,position,vpen,vpenyd,hpen,hpenyd
Hochuli,273,2005-12-26,NE,NYJ,Referee,4,30,9,69
Hochuli,273,2006-01-01,CIN,KC,Referee,6,50,9,80
Hochuli,273,2006-01-22,CAR,None,Referee,5,57,7,63
Hochuli,273,2006-09-10,SF,ARI,Referee,8,62,11,85
Hochuli,273,2006-09-17,TEN,SD,Referee,6,55,7,53
Hochuli,273,2006-09-25,ATL,NO,Referee,5,43,4,40
Hochuli,273,2006-10-01,CLE,OAK,Referee,4,37,6,47
Hochuli,273,2006-10-08,MIA,NE,Referee,10,81,7,59
Hochuli,273,2006-10-15,SEA,STL,Referee,10,65,6,72
Hochuli,273,2006-10-29,JAC,PHI,Referee,5,44,8,50
Hochuli,273,2006-11-05,MIN,SF,Referee,6,65,5,56
Hochuli,273,2006-11-12,CHI,NYG,Referee,9,80,10,96
Hochuli,273,2006-11-26,CAR,WAS,Referee,4,40,6,40
Hochuli,273,2006-12-03,SD,BUF,Referee,3,30,2,10
Hochuli,273,2006-12-10,BAL,KC,Referee,6,75,6,35
Hochuli,273,2006-12-17,DET,GB,Referee,6,37,9,69
Hochuli,273,2006-12-24,IND,HOU,Referee,2,15,4,25
Hochuli,273,2006-12-31,NE,TEN,Referee,9,129,10,119
Hochuli,273,2007-09-09,NYG,DAL,Referee,4,45,7,55
Hochuli,273,2007-09-16,SD,NE,Referee,7,75,6,67
Hochuli,273,2007-09-23,CIN,SEA,Referee,10,72,3,20
Hochuli,273,2007-09-30,GB,MIN,Referee,6,40,7,40
Hochuli,273,2007-10-07,DET,WAS,Referee,4,20,4,50
Hochuli,273,2007-10-21,CHI,PHI,Referee,7,51,5,32
Hochuli,273,2007-10-28,IND,CAR,Referee,5,27,8,55
Hochuli,273,2007-11-05,BAL,PIT,Referee,11,85,5,49
Hochuli,273,2007-11-11,JAC,TEN,Referee,4,35,9,56
Hochuli,273,2007-11-18,STL,SF,Referee,3,20,7,39
Hochuli,273,2007-11-25,WAS,TB,Referee,4,27,4,25
Hochuli,273,2007-12-02,SD,KC,Referee,6,36,6,44
Hochuli,273,2007-12-09,OAK,GB,Referee,9,62,9,84
Hochuli,273,2007-12-16,ARI,NO,Referee,10,78,3,15
Hochuli,273,2007-12-23,HOU,IND,Referee,6,55,5,40
Hochuli,273,2007-12-30,SEA,ATL,Referee,9,85,5,41
Hochuli,273,2008-01-06,TEN,None,Referee,6,38,5,53
Hochuli,273,2008-09-04,WAS,NYG,Referee,7,35,7,70
Hochuli,273,2008-09-14,SD,DEN,Referee,8,60,7,67
Hochuli,273,2008-09-21,CLE,BAL,Referee,9,65,5,40
Hochuli,273,2008-09-28,ATL,CAR,Referee,5,45,11,90
Hochuli,273,2008-10-06,MIN,NO,Referee,7,60,11,102
Hochuli,273,2008-10-12,MIA,HOU,Referee,4,30,1,5
Hochuli,273,2008-10-19,PIT,CIN,Referee,3,15,4,55
Hochuli,273,2008-11-02,TB,KC,Referee,7,47,7,60
Hochuli,273,2008-11-09,TEN,CHI,Referee,8,55,3,20
Hochuli,273,2008-11-16,OAK,MIA,Referee,7,35,3,55
Hochuli,273,2008-11-23,HOU,CLE,Referee,11,84,5,40
Hochuli,273,2008-11-30,PIT,NE,Referee,8,88,6,45
Hochuli,273,2008-12-07,NYJ,SF,Referee,8,57,3,25
Hochuli,273,2008-12-14,SEA,STL,Referee,5,35,6,40
Hochuli,273,2008-12-20,BAL,DAL,Referee,3,19,10,86
Hochuli,273,2008-12-28,DET,GB,Referee,5,60,6,60
Hochuli,273,2009-01-04,BAL,None,Referee,7,59,4,34
Hochuli,273,2009-09-13,NYJ,HOU,Referee,10,80,6,37
Hochuli,273,2009-09-20,CIN,GB,Referee,13,100,11,76
Hochuli,273,2009-09-27,DEN,OAK,Referee,5,30,6,53
Hochuli,273,2009-10-04,TB,WAS,Referee,5,40,4,40
Hochuli,273,2009-10-11,PIT,DET,Referee,6,59,6,66
Hochuli,273,2009-10-18,NYG,NO,Referee,9,110,6,55
Hochuli,273,2009-11-01,SF,IND,Referee,7,50,5,38
Hochuli,273,2009-11-08,ARI,CHI,Referee,2,15,9,89
Hochuli,273,2009-11-15,JAC,NYJ,Referee,5,40,4,26
Hochuli,273,2009-11-22,SEA,MIN,Referee,10,64,5,31
Hochuli,273,2009-11-29,PIT,BAL,Referee,5,59,9,80
Hochuli,273,2009-12-06,PHI,ATL,Referee,8,62,6,30
Hochuli,273,2009-12-20,HOU,STL,Referee,4,30,3,15
Hochuli,273,2009-12-27,KC,CIN,Referee,6,40,6,36
Hochuli,273,2010-01-03,TEN,SEA,Referee,9,76,5,40
Hochuli,273,2010-01-09,PHI,None,Referee,9,116,14,112
Hochuli,273,2010-09-12,IND,HOU,Referee,5,73,7,50
Hochuli,273,2010-09-19,NE,NYJ,Referee,6,79,6,58
Hochuli,273,2010-09-26,DET,MIN,Referee,8,67,12,100
Hochuli,273,2010-10-03,BAL,PIT,Referee,7,52,11,88
Hochuli,273,2010-10-17,MIA,GB,Referee,4,30,7,45
Hochuli,273,2010-10-24,PHI,TEN,Referee,10,100,6,37
Hochuli,273,2010-10-31,SEA,OAK,Referee,7,55,11,105
Hochuli,273,2010-11-07,NO,CAR,Referee,7,64,10,65
Hochuli,273,2010-11-14,STL,SF,Referee,12,135,14,105
Hochuli,273,2010-11-21,BUF,CIN,Referee,10,58,7,57
Hochuli,273,2010-11-28,MIN,WAS,Referee,3,15,6,35
Hochuli,273,2010-12-05,CHI,DET,Referee,4,25,6,42
Hochuli,273,2010-12-19,GB,NE,Referee,2,15,7,52
Hochuli,273,2010-12-27,NO,ATL,Referee,8,92,1,10
Hochuli,273,2011-01-02,TEN,IND,Referee,7,58,5,25
Hochuli,273,2011-01-23,NYJ,None,Referee,6,50,4,25
Hochuli,273,2011-09-11,ATL,CHI,Referee,9,65,8,56
Hochuli,273,2011-09-18,CIN,DEN,Referee,7,69,7,55
Hochuli,273,2011-09-26,WAS,DAL,Referee,4,35,6,55
Hochuli,273,2011-10-02,NO,JAC,Referee,6,50,2,15
Hochuli,273,2011-10-09,SEA,NYG,Referee,10,70,7,52
Hochuli,273,2011-10-16,STL,GB,Referee,7,45,3,16
Hochuli,273,2011-10-30,MIN,CAR,Referee,4,43,6,60
Hochuli,273,2011-11-06,NYJ,BUF,Referee,9,60,6,84
Hochuli,273,2011-11-10,OAK,SD,Referee,7,45,6,31
Hochuli,273,2011-11-20,DAL,WAS,Referee,9,48,6,59
Hochuli,273,2011-11-27,PIT,KC,Referee,6,50,4,20
Hochuli,273,2011-12-04,BAL,CLE,Referee,4,18,3,37
Hochuli,273,2011-12-08,CLE,PIT,Referee,6,54,12,97
Hochuli,273,2011-12-11,HOU,CIN,Referee,5,50,3,27
Hochuli,273,2011-12-18,SEA,CHI,Referee,6,36,5,45
Hochuli,273,2011-12-24,SD,DET,Referee,1,10,3,8
Hochuli,273,2012-01-01,CAR,NO,Referee,1,5,6,60
Hochuli,273,2012-01-22,NYG,None,Referee,9,60,6,50
Hochuli,273,2012-09-30,CIN,JAC,Referee,6,50,3,37
Hochuli,273,2012-10-11,PIT,TEN,Referee,4,50,5,45
Hochuli,273,2012-10-21,WAS,NYG,Referee,7,55,3,30
Hochuli,273,2012-10-28,CAR,CHI,Referee,3,21,5,40
Hochuli,273,2012-11-11,NYJ,SEA,Referee,6,35,7,45
Hochuli,273,2012-11-18,CLE,DAL,Referee,12,129,9,92
Hochuli,273,2012-11-25,BUF,IND,Referee,4,46,6,37
Hochuli,273,2012-12-02,MIN,GB,Referee,5,48,10,78
Hochuli,273,2012-12-09,ATL,CAR,Referee,3,15,3,10
Hochuli,273,2012-12-16,SF,NE,Referee,6,88,8,73
Hochuli,273,2012-12-23,WAS,PHI,Referee,3,24,4,25
Hochuli,273,2012-12-30,KC,DEN,Referee,5,32,5,30
Hochuli,273,2013-09-08,TB,NYJ,Referee,13,102,6,45
Hochuli,273,2013-09-15,MIN,CHI,Referee,3,25,4,35
Hochuli,273,2013-09-22,DET,WAS,Referee,8,71,6,45
Hochuli,273,2013-09-29,DAL,SD,Referee,5,33,7,85
Hochuli,273,2013-10-13,CIN,BUF,Referee,8,78,4,27
Hochuli,273,2013-10-20,HOU,KC,Referee,4,40,5,24
Hochuli,273,2013-10-27,SF,JAC,Referee,4,35,6,76
Hochuli,273,2013-11-03,PHI,OAK,Referee,7,52,8,70
Hochuli,273,2013-11-07,WAS,MIN,Referee,8,63,1,7
Hochuli,273,2013-11-17,ATL,TB,Referee,7,45,11,121
Hochuli,273,2013-12-02,NO,SEA,Referee,7,52,8,66
Hochuli,273,2013-12-08,DET,PHI,Referee,9,48,1,5
Hochuli,273,2013-12-15,CIN,PIT,Referee,6,50,4,25
Hochuli,273,2013-12-22,DEN,HOU,Referee,8,67,4,57
Hochuli,273,2013-12-29,BUF,NE,Referee,6,54,4,31
Hochuli,273,2014-01-05,SF,None,Referee,2,10,3,20
Hochuli,273,2014-09-07,MIN,STL,Referee,7,60,13,121
Hochuli,273,2014-09-11,PIT,BAL,Referee,9,75,4,35
Hochuli,273,2014-09-28,PHI,SF,Referee,10,70,10,80
Hochuli,273,2014-10-05,ATL,NYG,Referee,8,81,3,15
Hochuli,273,2014-10-12,WAS,ARI,Referee,6,62,14,108
Hochuli,273,2014-10-19,MIN,BUF,Referee,7,50,8,48
Hochuli,273,2014-10-26,GB,NO,Referee,8,84,4,35
Hochuli,273,2014-11-02,OAK,SEA,Referee,5,69,9,65
Hochuli,273,2014-11-16,HOU,CLE,Referee,5,55,8,67
Hochuli,273,2014-11-23,JAC,IND,Referee,6,43,6,54
Hochuli,273,2014-11-30,NE,GB,Referee,4,25,4,22
Hochuli,273,2014-12-04,DAL,CHI,Referee,8,97,9,54
Hochuli,273,2014-12-14,SF,SEA,Referee,8,78,7,50
Hochuli,273,2014-12-21,CLE,CAR,Referee,6,49,5,49
Hochuli,273,2014-12-28,CIN,PIT,Referee,5,45,1,10
Hochuli,273,2015-01-03,ARI,None,Referee,7,38,8,80
Hochuli,273,2015-09-14,MIN,SF,Referee,5,25,8,57
Hochuli,273,2015-09-20,STL,WAS,Referee,9,80,7,53
Hochuli,273,2015-09-27,NO,CAR,Referee,8,55,10,88
Hochuli,273,2015-10-04,JAC,IND,Referee,13,92,4,45
Hochuli,273,2015-10-18,ARI,PIT,Referee,9,111,6,48
Hochuli,273,2015-10-25,MIN,DET,Referee,3,31,5,30
Hochuli,273,2015-11-01,NYJ,OAK,Referee,6,40,6,61
Hochuli,273,2015-11-08,PHI,DAL,Referee,10,70,8,58
Hochuli,273,2015-11-15,NE,NYG,Referee,7,93,8,49
Hochuli,273,2015-11-22,SF,SEA,Referee,5,42,8,51
Hochuli,273,2015-11-26,CHI,GB,Referee,12,95,3,38
Hochuli,273,2015-12-06,ATL,TB,Referee,7,58,8,53
Hochuli,273,2015-12-13,BUF,PHI,Referee,15,101,5,55
Hochuli,273,2015-12-20,HOU,IND,Referee,6,48,8,94
Hochuli,273,2015-12-28,CIN,DEN,Referee,6,45,5,40
Hochuli,273,2016-01-03,NE,MIA,Referee,7,41,10,93
Hochuli,273,2016-01-24,NE,None,Referee,7,53,7,51
McAulay,273,1999-09-12,KC,CHI,Side-Judge,7,40,6,44
McAulay,273,1999-09-19,GB,DET,Side-Judge,5,25,6,52
McAulay,273,1999-09-26,PHI,BUF,Side-Judge,7,50,4,20
McAulay,273,1999-10-03,NE,CLE,Side-Judge,7,59,5,45
McAulay,273,1999-10-10,CHI,MIN,Side-Judge,3,23,5,40
McAulay,273,1999-10-17,PIT,CIN,Side-Judge,7,41,8,60
McAulay,273,1999-10-24,NYJ,OAK,Side-Judge,7,70,2,20
McAulay,273,1999-10-31,JAC,CIN,Field-Judge,2,16,4,24
McAulay,273,1999-10-31,BUF,BAL,Side-Judge,7,50,10,113
McAulay,273,1999-11-07,TEN,MIA,Side-Judge,2,19,5,40
McAulay,273,1999-11-14,WAS,PHI,Side-Judge,5,44,5,51
McAulay,273,1999-11-21,SEA,KC,Side-Judge,5,29,8,60
McAulay,273,1999-11-28,NYJ,IND,Side-Judge,10,72,3,24
McAulay,273,1999-12-06,MIN,TB,Side-Judge,8,50,6,35
McAulay,273,1999-12-12,BAL,PIT,Side-Judge,9,73,12,73
McAulay,273,1999-12-19,JAC,CLE,Side-Judge,4,57,5,40
McAulay,273,1999-12-26,OAK,SD,Side-Judge,13,100,8,91
McAulay,273,2000-01-09,MIA,None,Side-Judge,6,67,2,10
McAulay,273,2000-09-03,BAL,PIT,Side-Judge,6,42,2,15
McAulay,273,2000-09-10,CLE,CIN,Side-Judge,6,60,7,65
McAulay,273,2000-09-17,MIN,NE,Side-Judge,5,61,9,64
McAulay,273,2000-09-24,NYJ,TB,Side-Judge,4,25,8,75
McAulay,273,2000-10-01,ATL,PHI,Side-Judge,2,10,9,110
McAulay,273,2000-10-08,SEA,CAR,Side-Judge,12,80,5,30
McAulay,273,2000-10-15,CIN,PIT,Side-Judge,6,46,8,65
McAulay,273,2000-10-22,STL,KC,Side-Judge,8,87,6,50
McAulay,273,2000-10-29,MIN,TB,Side-Judge,6,46,4,34
McAulay,273,2000-11-05,SF,NO,Side-Judge,14,97,10,54
McAulay,273,2000-11-19,ARI,PHI,Side-Judge,9,114,5,35
McAulay,273,2000-12-03,IND,NYJ,Side-Judge,2,20,4,54
McAulay,273,2000-12-10,SEA,DEN,Side-Judge,4,38,2,15
McAulay,273,2000-12-17,NE,BUF,Side-Judge,9,75,6,54
McAulay,273,2000-12-24,STL,NO,Side-Judge,6,65,7,48
McAulay,273,2001-01-14,MIN,None,Side-Judge,5,61,4,36
McAulay,273,2001-09-23,DET,CLE,Referee,15,115,9,50
McAulay,273,2001-09-30,NO,NYG,Referee,14,92,11,100
McAulay,273,2001-10-07,CAR,SF,Referee,8,95,8,47
McAulay,273,2001-10-14,SD,NE,Referee,11,93,7,51
McAulay,273,2001-10-21,STL,NYJ,Referee,4,33,9,66
McAulay,273,2001-10-29,TEN,PIT,Referee,4,41,4,20
McAulay,273,2001-11-11,CIN,JAC,Referee,10,107,6,32
McAulay,273,2001-11-18,PHI,DAL,Referee,3,22,10,81
McAulay,273,2001-11-25,MIA,BUF,Referee,8,62,10,71
McAulay,273,2001-12-02,DET,CHI,Referee,10,79,5,56
McAulay,273,2001-12-09,NYJ,PIT,Referee,3,30,4,40
McAulay,273,2001-12-16,JAC,CLE,Referee,9,85,5,72
McAulay,273,2001-12-30,IND,STL,Referee,4,38,4,48
McAulay,273,2002-01-06,CIN,TEN,Referee,5,90,11,95
McAulay,273,2002-09-08,PHI,TEN,Referee,10,113,6,50
McAulay,273,2002-09-15,TB,BAL,Referee,10,74,3,25
McAulay,273,2002-09-22,CIN,ATL,Referee,8,72,7,70
McAulay,273,2002-10-06,NE,MIA,Referee,6,49,5,35
McAulay,273,2002-10-13,NO,WAS,Referee,12,90,11,87
McAulay,273,2002-10-20,SEA,STL,Referee,2,15,6,35
McAulay,273,2002-11-03,PHI,CHI,Referee,6,54,12,121
McAulay,273,2002-11-10,ATL,PIT,Referee,11,95,4,25
McAulay,273,2002-11-17,BUF,KC,Referee,13,139,5,39
McAulay,273,2002-11-24,NYG,HOU,Referee,9,65,8,68
McAulay,273,2002-11-28,WAS,DAL,Referee,6,56,6,48
McAulay,273,2002-12-08,NO,BAL,Referee,4,35,8,69
McAulay,273,2002-12-15,OAK,MIA,Referee,9,55,4,30
McAulay,273,2002-12-22,CHI,CAR,Referee,3,32,4,40
McAulay,273,2002-12-30,SF,STL,Referee,6,48,5,33
McAulay,273,2003-01-19,TB,None,Referee,3,16,5,45
McAulay,273,2003-09-07,HOU,MIA,Referee,8,67,11,87
McAulay,273,2003-09-14,BUF,JAC,Referee,6,55,8,97
McAulay,273,2003-09-21,TB,ATL,Referee,10,123,5,35
McAulay,273,2003-09-28,KC,BAL,Referee,4,26,4,30
McAulay,273,2003-10-05,NO,CAR,Referee,7,64,4,20
McAulay,273,2003-10-19,DAL,DET,Referee,6,65,9,96
McAulay,273,2003-10-26,TEN,JAC,Referee,8,49,5,45
McAulay,273,2003-11-02,PHI,ATL,Referee,11,90,8,61
McAulay,273,2003-11-09,HOU,CIN,Referee,6,58,7,55
McAulay,273,2003-11-16,BAL,MIA,Referee,10,88,5,50
McAulay,273,2003-11-24,NYG,TB,Referee,9,71,5,45
McAulay,273,2003-11-30,MIN,STL,Referee,11,65,4,25
McAulay,273,2003-12-07,IND,TEN,Referee,6,57,10,67
McAulay,273,2003-12-14,PIT,NYJ,Referee,4,19,4,40
McAulay,273,2003-12-21,DET,CAR,Referee,7,55,6,35
McAulay,273,2003-12-27,PHI,WAS,Referee,7,48,9,78
McAulay,273,2004-09-12,TB,WAS,Referee,6,44,3,23
McAulay,273,2004-09-19,STL,ATL,Referee,10,75,6,51
McAulay,273,2004-09-26,PHI,DET,Referee,7,54,6,39
McAulay,273,2004-10-03,CIN,PIT,Referee,5,46,7,90
McAulay,273,2004-10-10,BAL,WAS,Referee,5,53,2,22
McAulay,273,2004-10-17,SEA,NE,Referee,6,50,6,46
McAulay,273,2004-10-24,JAC,IND,Referee,6,48,12,62
McAulay,273,2004-10-31,ATL,DEN,Referee,7,56,9,70
McAulay,273,2004-11-07,NYJ,BUF,Referee,7,40,8,66
McAulay,273,2004-11-21,SF,TB,Referee,4,30,5,50
McAulay,273,2004-11-28,PHI,NYG,Referee,12,75,6,64
McAulay,273,2004-12-06,DAL,SEA,Referee,6,49,6,44
McAulay,273,2004-12-12,STL,CAR,Referee,5,44,7,55
McAulay,273,2004-12-19,BAL,IND,Referee,7,35,5,28
McAulay,273,2004-12-26,CHI,DET,Referee,8,55,6,47
McAulay,273,2005-01-02,PIT,BUF,Referee,7,40,12,108
McAulay,273,2005-01-15,STL,None,Referee,4,26,4,32
McAulay,273,2005-02-06,PHI,None,Referee,3,35,7,47
McAulay,273,2005-09-11,CHI,WAS,Referee,8,86,5,45
McAulay,273,2005-09-18,BUF,TB,Referee,3,20,13,99
McAulay,273,2005-09-26,KC,DEN,Referee,13,118,4,30
McAulay,273,2005-10-09,NE,ATL,Referee,11,83,8,84
McAulay,273,2005-10-16,JAC,PIT,Referee,10,106,7,80
McAulay,273,2005-10-23,DAL,SEA,Referee,9,81,9,83
McAulay,273,2005-10-30,OAK,TEN,Referee,7,55,9,79
McAulay,273,2005-11-13,MIN,NYG,Referee,7,90,9,75
McAulay,273,2005-11-20,ARI,STL,Referee,10,111,9,54
McAulay,273,2005-11-27,NO,NYJ,Referee,7,60,7,55
McAulay,273,2005-12-04,HOU,BAL,Referee,11,93,8,71
McAulay,273,2005-12-11,CLE,CIN,Referee,7,45,6,33
McAulay,273,2005-12-18,SD,IND,Referee,11,75,8,67
McAulay,273,2005-12-24,DAL,CAR,Referee,5,44,6,49
McAulay,273,2006-01-01,WAS,PHI,Referee,7,60,5,45
McAulay,273,2006-01-22,PIT,None,Referee,8,61,4,20
McAulay,273,2006-09-10,BUF,NE,Referee,7,53,1,5
McAulay,273,2006-09-18,PIT,JAC,Referee,3,25,10,86
McAulay,273,2006-09-24,PHI,SF,Referee,9,72,8,64
McAulay,273,2006-10-01,SEA,CHI,Referee,7,59,5,60
McAulay,273,2006-10-08,KC,ARI,Referee,5,49,7,50
McAulay,273,2006-10-15,MIA,NYJ,Referee,6,61,8,70
McAulay,273,2006-10-29,IND,DEN,Referee,5,55,3,24
McAulay,273,2006-11-05,DAL,WAS,Referee,11,153,5,41
McAulay,273,2006-11-12,GB,MIN,Referee,5,34,7,49
McAulay,273,2006-11-19,BUF,HOU,Referee,3,17,5,40
McAulay,273,2006-11-26,SF,STL,Referee,5,34,5,35
McAulay,273,2006-12-03,TB,PIT,Referee,5,40,2,15
McAulay,273,2006-12-10,NYG,CAR,Referee,2,10,7,37
McAulay,273,2006-12-17,CLE,BAL,Referee,7,50,4,30
McAulay,273,2006-12-24,CHI,DET,Referee,7,48,11,92
McAulay,273,2006-12-31,ATL,PHI,Referee,9,99,11,108
McAulay,273,2007-01-21,NO,None,Referee,7,47,1,5
McAulay,273,2007-09-10,BAL,CIN,Referee,10,86,5,41
McAulay,273,2007-09-16,DAL,MIA,Referee,11,101,7,57
McAulay,273,2007-09-23,JAC,DEN,Referee,3,14,6,36
McAulay,273,2007-09-30,PHI,NYG,Referee,15,132,4,27
McAulay,273,2007-10-07,SEA,PIT,Referee,4,25,6,64
McAulay,273,2007-10-14,WAS,GB,Referee,7,53,4,35
McAulay,273,2007-10-21,BAL,BUF,Referee,11,91,3,25
McAulay,273,2007-11-04,ARI,TB,Referee,8,64,9,70
McAulay,273,2007-11-11,ATL,CAR,Referee,9,68,6,43
McAulay,273,2007-11-18,KC,IND,Referee,5,33,2,10
McAulay,273,2007-11-25,HOU,CLE,Referee,5,26,7,71
McAulay,273,2007-12-02,JAC,IND,Referee,8,64,2,15
McAulay,273,2007-12-09,PIT,NE,Referee,6,49,3,20
McAulay,273,2007-12-15,CIN,SF,Referee,1,15,3,15
McAulay,273,2007-12-23,NYJ,TEN,Referee,4,35,5,39
McAulay,273,2007-12-30,SD,OAK,Referee,6,75,8,60
McAulay,273,2008-01-20,NYG,None,Referee,6,50,7,37
McAulay,273,2008-09-07,HOU,PIT,Referee,5,43,4,41
McAulay,273,2008-09-15,PHI,DAL,Referee,5,44,10,108
McAulay,273,2008-09-28,GB,TB,Referee,7,74,8,70
McAulay,273,2008-10-05,KC,CAR,Referee,4,35,8,56
McAulay,273,2008-10-12,OAK,NO,Referee,5,26,4,30
McAulay,273,2008-10-19,CLE,WAS,Referee,4,25,5,38
McAulay,273,2008-10-26,SEA,SF,Referee,3,15,7,65
McAulay,273,2008-11-02,JAC,CIN,Referee,12,86,5,39
McAulay,273,2008-11-09,NYG,PHI,Referee,4,30,5,45
McAulay,273,2008-11-23,CHI,STL,Referee,3,14,11,85
McAulay,273,2008-11-30,IND,CLE,Referee,2,10,4,25
McAulay,273,2008-12-07,WAS,BAL,Referee,7,39,4,35
McAulay,273,2008-12-14,TB,ATL,Referee,11,76,3,20
McAulay,273,2008-12-21,BUF,DEN,Referee,4,26,6,62
McAulay,273,2008-12-28,NYG,MIN,Referee,7,49,2,20
McAulay,273,2009-01-10,BAL,None,Referee,8,40,12,89
McAulay,273,2009-02-01,ARI,None,Referee,11,106,7,56
McAulay,273,2009-09-13,WAS,NYG,Referee,4,32,4,30
McAulay,273,2009-09-21,IND,MIA,Referee,4,20,4,20
McAulay,273,2009-09-27,CLE,BAL,Referee,5,46,8,84
McAulay,273,2009-10-11,TB,PHI,Referee,4,30,10,111
McAulay,273,2009-10-18,CHI,ATL,Referee,9,65,6,70
McAulay,273,2009-10-25,BUF,CAR,Referee,3,22,9,67
McAulay,273,2009-11-01,OAK,SD,Referee,6,31,5,40
McAulay,273,2009-11-15,CIN,PIT,Referee,7,87,5,50
McAulay,273,2009-11-22,CLE,DET,Referee,8,69,8,41
McAulay,273,2009-11-29,ARI,TEN,Referee,4,25,6,38
McAulay,273,2009-12-06,HOU,JAC,Referee,6,37,4,45
McAulay,273,2009-12-13,CAR,NE,Referee,9,92,4,25
McAulay,273,2009-12-19,DAL,NO,Referee,6,49,4,30
McAulay,273,2009-12-27,NYJ,IND,Referee,5,52,3,15
McAulay,273,2010-01-03,NYG,MIN,Referee,13,95,8,45
McAulay,273,2010-09-09,MIN,NO,Referee,6,60,3,20
McAulay,273,2010-09-19,JAC,SD,Referee,5,33,4,25
McAulay,273,2010-09-27,GB,CHI,Referee,18,152,5,38
McAulay,273,2010-10-10,KC,IND,Referee,4,38,5,45
McAulay,273,2010-10-24,OAK,DEN,Referee,10,94,5,64
McAulay,273,2010-10-31,MIA,CIN,Referee,4,42,4,36
McAulay,273,2010-11-07,TB,ATL,Referee,5,30,4,53
McAulay,273,2010-11-14,NYJ,CLE,Referee,9,70,4,52
McAulay,273,2010-11-21,WAS,TEN,Referee,3,20,11,81
McAulay,273,2010-11-28,JAC,NYG,Referee,3,20,4,25
McAulay,273,2010-12-05,PIT,BAL,Referee,9,61,9,53
McAulay,273,2010-12-12,PHI,DAL,Referee,6,59,5,40
McAulay,273,2010-12-19,DET,TB,Referee,7,57,9,65
McAulay,273,2010-12-26,IND,OAK,Referee,4,42,10,116
McAulay,273,2011-01-02,MIA,NE,Referee,5,40,5,72
McAulay,273,2011-01-23,GB,None,Referee,6,40,9,89
McAulay,273,2011-09-11,MIN,SD,Referee,9,78,4,26
McAulay,273,2011-09-19,STL,NYG,Referee,7,62,5,55
McAulay,273,2011-09-25,PIT,IND,Referee,4,38,3,21
McAulay,273,2011-10-02,CAR,CHI,Referee,8,52,5,45
McAulay,273,2011-10-09,TB,SF,Referee,9,96,3,30
McAulay,273,2011-10-23,HOU,TEN,Referee,6,68,8,76
McAulay,273,2011-10-30,WAS,BUF,Referee,4,59,6,35
McAulay,273,2011-11-06,SEA,DAL,Referee,10,88,7,82
McAulay,273,2011-11-13,NO,ATL,Referee,8,79,10,85
McAulay,273,2011-11-20,JAC,CLE,Referee,9,81,9,70
McAulay,273,2011-11-24,GB,DET,Referee,7,54,11,82
McAulay,273,2011-12-04,DEN,MIN,Referee,8,73,6,54
McAulay,273,2011-12-11,KC,NYJ,Referee,11,128,4,22
McAulay,273,2011-12-17,DAL,TB,Referee,2,15,6,46
McAulay,273,2011-12-24,ARI,CIN,Referee,6,87,6,47
McAulay,273,2012-10-07,SEA,CAR,Referee,7,65,3,25
McAulay,273,2012-10-14,OAK,ATL,Referee,12,110,2,25
McAulay,273,2012-10-21,ARI,MIN,Referee,9,82,7,35
McAulay,273,2012-11-04,CHI,TEN,Referee,5,37,9,68
McAulay,273,2012-11-08,IND,JAC,Referee,6,40,10,115
McAulay,273,2012-11-18,PHI,WAS,Referee,9,70,13,80
McAulay,273,2012-11-25,GB,NYG,Referee,8,49,4,24
McAulay,273,2012-12-02,TB,DEN,Referee,11,80,8,75
McAulay,273,2012-12-10,HOU,NE,Referee,7,70,6,56
McAulay,273,2012-12-16,CAR,SD,Referee,6,48,9,70
McAulay,273,2012-12-23,CHI,ARI,Referee,2,12,4,25
McAulay,273,2012-12-30,NYJ,BUF,Referee,4,45,4,24
McAulay,273,2013-01-20,SF,None,Referee,4,24,2,30
McAulay,273,2013-09-15,SD,PHI,Referee,4,32,9,77
McAulay,273,2013-09-22,IND,SF,Referee,1,10,6,48
McAulay,273,2013-09-29,NYG,KC,Referee,7,65,7,62
McAulay,273,2013-10-06,DEN,DAL,Referee,5,55,9,81
McAulay,273,2013-10-13,PIT,NYJ,Referee,7,49,5,60
McAulay,273,2013-10-17,SEA,ARI,Referee,10,70,3,22
McAulay,273,2013-10-27,BUF,NO,Referee,6,45,8,59
McAulay,273,2013-11-10,STL,IND,Referee,8,46,2,20
McAulay,273,2013-11-17,GB,NYG,Referee,5,38,3,30
McAulay,273,2013-11-24,PIT,CLE,Referee,2,8,2,10
McAulay,273,2013-12-01,DEN,KC,Referee,10,75,9,102
McAulay,273,2013-12-09,DAL,CHI,Referee,4,50,2,15
McAulay,273,2013-12-15,NYJ,CAR,Referee,3,20,6,59
McAulay,273,2013-12-22,MIN,CIN,Referee,5,40,6,55
McAulay,273,2013-12-29,HOU,TEN,Referee,5,55,7,76
McAulay,273,2014-01-11,NO,None,Referee,8,69,6,52
McAulay,273,2014-02-02,DEN,None,Referee,5,44,10,104
McAulay,273,2014-09-07,SF,DAL,Referee,11,78,10,72
McAulay,273,2014-09-15,PHI,IND,Referee,11,90,4,70
McAulay,273,2014-09-21,HOU,NYG,Referee,5,40,4,31
McAulay,273,2014-09-28,GB,CHI,Referee,9,70,6,46
McAulay,273,2014-10-05,PIT,JAC,Referee,7,50,4,34
McAulay,273,2014-10-19,NO,DET,Referee,12,134,9,71
